Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
kurti-pant-set-yellow-and-purple-shoulder-knot,Kurti Pant Set Yellow And Purple Shoulder Knot,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outfits,Kurta Set,"",true,Size,2-year-3-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,996.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Yellow_and_purple_kurti_set.jpg?v=1766134074,1,"",false,,,5622,,,,,,,,,,,,,,'0,,,,2-year-3-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
kurti-pant-set-yellow-and-purple-shoulder-knot,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,1050.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
kurti-pant-set-yellow-and-purple-shoulder-knot,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,4,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
kurti-pant-set-yellow-and-purple-shoulder-knot,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,3,deny,manual,1230.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-co-ord-set,White Floral Co-Ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/White_floral_co-ord_set.jpg?v=1766134073,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
white-floral-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-mehendi-color-parkar-polka,Banarasi Mehendi Color Parkar Polka,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Parkar Polka,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Banarasi_mehendi_color_parkar_polka.jpg?v=1766134078,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,1-2-year; 3-year-4-year; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
banarasi-mehendi-color-parkar-polka,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-mehendi-color-parkar-polka,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-mehendi-color-parkar-polka,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,Rani Yellow Shoulder Knot Parkar Polka With Dupatta,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Parkar Polka,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Raani_yellow_shoulder_knot_parkar_polka_with_dupatta.jpg?v=1766134080,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,1050.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-yellow-shoulder-knot-parkar-polka-with-dupatta,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,1230.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-shoulder-knot-and-paithani-patch-border-black-frock,Paithani Shoulder Knot and Paithani Patch Black Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Paithani Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsApp_Image_2025-12-19_at_13.37.00.jpg?v=1766132046,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
paithani-shoulder-knot-and-paithani-patch-border-black-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-shoulder-knot-and-paithani-patch-border-black-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,762.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-shoulder-knot-and-paithani-patch-border-black-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,762.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-shoulder-knot-and-paithani-patch-border-black-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-shoulder-knot-and-paithani-patch-border-black-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,915.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
sleeveless-paithani-patch-golden-bobby-print-black-frock,Soft raw silk Paithani Patch Golden butti Black Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Dresses,Paithani Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsApp_Image_2025-12-19_at_13.36.43.jpg?v=1766131830,1,"",false,,,2271,,,,,,,,,,,,,,'0,,,,6-12-months; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
sleeveless-paithani-patch-golden-bobby-print-black-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,780.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
sleeveless-paithani-patch-golden-bobby-print-black-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
sleeveless-paithani-patch-golden-bobby-print-black-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
sleeveless-paithani-patch-golden-bobby-print-black-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,915.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-patch-parrot-motif-balloon-sleeve,Rani Patch Parrot Motif Balloon Sleeves,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Paithani Frock,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,3,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.04.jpg?v=1765977415,1,"",false,,,5424,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
rani-patch-parrot-motif-balloon-sleeve,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6137_1.jpg?v=1765977415,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-patch-parrot-motif-balloon-sleeve,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.05.jpg?v=1765977415,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-patch-parrot-motif-balloon-sleeve,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,915.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.04_2.jpg?v=1765977408,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-patch-parrot-motif-balloon-sleeve,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-sleeveless,Paithani Border Frock sleeveless,"",Papillon Ethinics,Apparel & Accessories > Clothing > Dresses,Paithani Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6164_1.jpg?v=1765977919,1,"",false,,,2271,,,,,,,,,,,,,,'0,,,,6-12-months; 1-2-year; 2-year-3-year,,,,,,,kg,,,true,,,active
paithani-border-frock-sleeveless,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,2,deny,manual,690.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-sleeveless,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,762.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,Paithani Border Frock with Paithani Patch and Balloon Sleeves,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,"","",true,Size,1-year-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,2,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6152_1.jpg?v=1765967531,1,"",false,,,5424,,,,,,,,,,,,,,'0,,,,1-year-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,3,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.02_2.jpg?v=1765977616,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,3,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.02_1_ac10eb28-d4bf-45b4-a799-cac69ca996be.jpg?v=1765977628,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,1050.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.02.jpg?v=1765977919,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,3,deny,manual,1140.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.03_1.jpg?v=1765977919,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,1140.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.03_2.jpg?v=1765977657,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
paithani-border-frock-with-paithani-patch-and-balloon-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.03.jpg?v=1765977663,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banarasi-border-frock-sleeveless,Banarasi Border Frock Sleeveless,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Silk Frock,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6156_1.jpg?v=1765967532,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
banarasi-border-frock-sleeveless,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6157_1.jpg?v=1765967535,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-border-frock-sleeveless,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.04_1.jpg?v=1765977724,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-border-frock-sleeveless,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,1050.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.04_3.jpg?v=1765977739,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-border-frock-sleeveless,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-border-frock-sleeveless,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,1140.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
shoulder-knot-paithani-patch-silk-frock,Shoulder Knot Paithani Patch Silk Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Paithani Frock,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6172_1.jpg?v=1765967526,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
shoulder-knot-paithani-patch-silk-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.05_2.jpg?v=1765977846,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
shoulder-knot-paithani-patch-silk-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.05_1.jpg?v=1765977861,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
shoulder-knot-paithani-patch-silk-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
shoulder-knot-paithani-patch-silk-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-silk-co-ord-set,Black Silk Co-Ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6118_1.jpg?v=1765967531,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
black-silk-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,825.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6123_1.jpg?v=1765967534,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-silk-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,825.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.07_2.jpg?v=1765977968,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-silk-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,915.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.07_1.jpg?v=1765977973,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-silk-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,996.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.07.jpg?v=1765977978,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-silk-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,996.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-cotton-co-ord,Black Cotton Co-Ord,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Cotton Frock,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,3,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6180_1.jpg?v=1765967526,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
black-cotton-co-ord,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,807.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.06.jpg?v=1765978012,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-cotton-co-ord,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,807.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.06_2.jpg?v=1765978047,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-cotton-co-ord,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-cotton-co-ord,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-cotton-co-ord,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
off-white-golden-tissue-v-neck-black-parkar,Off White Golden Tissue V Neck Black Parkar,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Parkas,Parkar Polka,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6138_1.jpg?v=1765967529,1,"",false,,,5598,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
off-white-golden-tissue-v-neck-black-parkar,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,870.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6140_1.jpg?v=1765967512,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
off-white-golden-tissue-v-neck-black-parkar,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,870.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.06_1.jpg?v=1765978095,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
off-white-golden-tissue-v-neck-black-parkar,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,1050.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.06_3.jpg?v=1765978099,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
off-white-golden-tissue-v-neck-black-parkar,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,1140.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
off-white-golden-tissue-v-neck-black-parkar,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,1230.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
rani-polka-with-black-parkar-with-dupatta,Rani Polka with Black Parkar with Dupatta,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outfits,Parkar Polka,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,600.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1U4A6150_1.jpg?v=1765967533,1,"",false,,,5622,,,,,,,,,,,,,,'0,,,,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
rani-polka-with-black-parkar-with-dupatta,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,735.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-17at17.18.08_1.jpg?v=1765978185,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
